TILL_RECEIPT_NUMBER,sales,cost,quantity,CU_GENDER,CU_AGE_RANGE,CUSTOMER_TYPE,beef,fruit,vegetables,frozenfood,deli,poultry,salad,health,beauty,hotfood,horticulture
4460,104.44,0,1,M,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
4466,25.97,5.67,7,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
4469,23.98,0,1,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
4470,10.81,0,2,M,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
65252,16.98,11.9,2,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,16.98
65286,14.99,8.45,1,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,14.99
65295,27.94,13.68,6,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,27.94
65297,93.72,51.76,7,F,Under 19,CUSTOMER,0,0,0,0,0,0,0,0,0,0,93.72
65310,19.9,13,1,M,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,19.9
65339,13.98,9.3,2,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
65344,131.46,29.55,7,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,131.46
65345,8.73,4.23,2,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,8.73
65349,8.89,4.47,4,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,8.89
65352,32.58,17.14,5,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,32.58
65359,23.96,8.36,3,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,23.96
65360,26.97,23.77,8,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,26.97
65363,47.9,11,2,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,47.9
65365,17.72,11.72,2,M,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,17.72
65367,47.95,29.23,5,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,47.95
65370,43.91,14.23,5,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,43.91
65371,10.99,7.1,1,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,10.99
65376,29.7,16.02,3,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,29.7
65379,19.4,9.4,2,M,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,19.4
65381,132.95,57.63,5,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,132.95
65386,38.8,18.8,2,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,38.8
65387,46.38,29,8,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,46.38
65389,28.66,15.62,5,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,28.66
65390,98.79,56.17,13,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,98.79
65391,7.91,4.24,3,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,7.91
65392,21.41,16.77,3,M,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,21.41
65393,48.78,32.42,9,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,48.78
65394,52.76,33.24,6,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,52.76
65397,77.79,40.11,10,M,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,77.79
65399,6.47,3.89,3,M,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,8.47
65400,29.99,17.95,1,F,Under 19,CUSTOMER,0,0,0,0,0,0,0,0,0,0,29.99
65403,14.94,9.09,2,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,14.94
65405,83.58,43.9,9,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,83.58
65408,40.77,23.69,9,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,40.77
65411,6.92,3.8,4,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,6.92
65412,3.99,5.1,1,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,3.99
65413,4.98,2.6,1,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,4.98
65414,8.99,4.47,1,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,8.99
65417,6.48,3.56,2,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,6.48
65424,28.29,17.24,6,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,28.29
65426,96,54.13,21,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,82.01
65428,34.89,21.46,4,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,34.89
65429,32.36,19.66,6,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,23.38
65431,171.7,94.81,10,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,171.7
65432,31.95,12.83,5,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,31.95
65439,43.92,23.98,4,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,43.92
65440,40.36,24.74,4,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,40.36
65442,92.77,81.06,13,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,92.77
65451,28.91,18.05,7,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,28.91
65452,17.92,9.66,2,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,17.92
65454,45.87,24.78,4,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,45.87
65455,11.3,7.86,3,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,11.3
65457,69.99,32.89,3,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,69.99
65459,37.96,22.4,4,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,37.96
65464,20.78,11.04,7,M,40-49,CUSTOMER,0,0,0,0,6.99,0,0,0,0,0,5.95
65466,152.9,91.41,3,M,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,152.9
65467,81.72,56.71,5,M,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,81.72
65468,36.47,18.78,3,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,36.47
65470,13.86,8.69,3,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,13.86
65471,7.47,3.9,1,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,7.47
65472,3.46,0.94,3,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,3.46
65473,89.97,53.85,1,M,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,89.97
65476,47.74,33.31,22,F,40-49,CUSTOMER,0,0,0,0,9.98,0,0,0,0,0,10.41
65477,4.98,4.21,2,M,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,4.98
65483,98.94,95.82,2,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,98.94
65484,24,17.88,4,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,24
65485,53.45,33.22,5,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,53.45
65487,154.45,178.85,3,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,154.45
65488,32.33,21.55,6,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,32.33
65489,31.96,19.22,4,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,31.96
65491,46.93,7.68,3,F,60+,CUSTOMER,0,0,3,0,0,0,0,0,0,0,43.93
65492,30.96,24.95,4,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,30.96
65495,29.9,17.72,6,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,29.9
65497,24.99,13.8,1,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,24.99
65501,36.73,20.07,4,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,36.73
65502,18.63,9.57,3,M,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,18.63
65504,65.77,40.48,4,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,65.77
65505,117.99,53.05,1,M,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,117.99
65509,521.86,230.06,2,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,521.86
65511,12,8.94,1,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,12
65514,17.17,8.6,3,M,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,17.17
65515,19.42,9.36,7,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,19.42
65518,18.32,5.59,9,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,18.32
65519,19.96,12.34,4,F,Under 19,CUSTOMER,0,0,0,0,0,0,0,0,0,0,19.96
65520,9.45,4.75,1,M,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,9.45
65521,17.91,9.9,1,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,17.91
65522,16.98,9.9,3,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,16.98
65523,19.75,12.02,5,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,19.75
65524,29.99,2.57,1,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,29.99
65525,3.98,3.98,1,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,3.98
65526,12.97,7.2,3,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,12.97
65530,29.96,15.94,2,M,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,29.96
65531,6.79,3.29,2,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,6.79
65535,0.97,0.47,2,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0.97
65538,29.87,47.17,4,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,29.87
65539,118.84,221.4,6,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,90.88
65541,6.97,10.12,2,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,6.97
65544,12.49,8.75,1,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,12.49
65545,11.94,11.94,1,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,11.94
65548,38.46,23.22,4,M,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,38.46
65550,84.35,32.51,4,M,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,77.36
65559,44.85,29.25,1,M,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,44.85
65560,12.65,6.93,5,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,12.65
65562,1.99,0.01,1,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,1.99
65563,54.44,35.05,6,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,40.46
65564,59.8,38.64,3,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,59.8
65569,33.9,30.21,6,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,30.31
65573,182.46,85.58,4,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,182.46
65576,40.95,22.35,5,M,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,40.95
65577,29.86,17.1,2,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,29.86
65578,23.94,5.04,1,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,23.94
65580,20.98,14.5,3,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,20.98
65581,7.96,3.2,1,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,7.96
65586,62.47,4.34,2,M,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,62.47
65588,47.87,30.87,3,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,47.87
65590,13.93,149.1,1,M,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,13.93
65591,107.98,64.98,2,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,107.98
65597,3.98,2.68,1,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,3.98
65600,19.94,11.9,4,F,Under 19,CUSTOMER,0,0,0,0,0,0,0,0,0,0,19.94
65605,150.46,92.29,5,M,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,150.46
65608,13.93,8.29,6,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,13.93
65615,10.8,7.3,3,M,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,10.8
65617,28.77,18.58,9,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,28.77
65619,12.99,9,2,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,12.99
65624,48.11,14.64,4,F,40-49,CUSTOMER,0,0,9.16,0,0,0,0,0,0,0,38.95
65625,22.44,15.7,2,F,Under 19,CUSTOMER,0,0,0,0,0,0,0,0,0,0,22.44
65627,10.26,5.05,3,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,10.26
65628,0.97,0.47,2,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0.97
65629,86.97,35.99,3,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,86.97
65631,111.94,12.1,6,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,111.94
65632,87.58,73.58,4,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,87.58
65633,230.6,88.6,10,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,230.6
65637,36.99,18.25,1,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,36.99
65640,1.94,0.94,2,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,1.94
65641,7.47,6.65,3,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,7.47
65643,29.98,21.78,3,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,29.98
65644,9.96,5.2,1,M,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,9.96
65646,74.92,39.5,7,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,64.93
65647,77.51,49.91,12,F,20-29,CUSTOMER,0,0,0,0,0,0,0,20.98,0,0,54.41
65650,39.94,8.55,2,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,39.94
